FLaSHLogNumber,Project,Date,Station,Species,SerialNumber,PreyType,PreyConversion,MacroCategory,PreyLengthSpecies,PreyLength,Estimate,PreyWeight
1577,SKT,3/12/2014 0:00,719,delta smelt,526,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.5,,
1577,SKT,3/12/2014 0:00,719,delta smelt,526,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.5,,
1577,SKT,3/12/2014 0:00,719,delta smelt,526,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.6,,
1577,SKT,3/12/2014 0:00,719,delta smelt,526,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.6,,
1577,SKT,3/12/2014 0:00,719,delta smelt,526,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.7,,
1577,SKT,3/12/2014 0:00,719,delta smelt,526,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.6,G,
1581,SKT,3/12/2014 0:00,719,delta smelt,547,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.5,,
1582,SKT,3/12/2014 0:00,719,delta smelt,548,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.4,,
1582,SKT,3/12/2014 0:00,719,delta smelt,548,Gammarus,Gammaridae,amphipod,juvenile Gammarus,2,,
1582,SKT,3/12/2014 0:00,719,delta smelt,548,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.6,S,
1582,SKT,3/12/2014 0:00,719,delta smelt,548,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.6,S,
1582,SKT,3/12/2014 0:00,719,delta smelt,548,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.6,S,
1591,SKT,3/13/2014 0:00,609,delta smelt,573,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.7,,
1598,SKT,4/9/2014 0:00,609,delta smelt,6,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.7,,
1599,SKT,4/8/2014 0:00,704,delta smelt,11,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.4,,
1630,STN,6/3/2014 0:00,704,delta smelt,70,Gammarus,Gammaridae,amphipod,juvenile Gammarus,2.6,ED,
1800,SKT,12/9/2014 0:00,711,delta smelt,7035,Gammarus,Gammaridae,amphipod,juvenile Gammarus,4,G,
1857,SKT,2/11/2015 0:00,707,delta smelt,7129,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.7,,
1858,SKT,2/11/2015 0:00,707,delta smelt,7130,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.8,,
1860,SKT,2/11/2015 0:00,706,delta smelt,7138,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.6,,
1861,SKT,2/11/2015 0:00,715,delta smelt,7139,Gammarus,Gammaridae,amphipod,juvenile Gammarus,2.6,ED,
1876,SKT,2/12/2015 0:00,609,delta smelt,7157,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.8,,
2207,FMWT,11/7/2016 0:00,703,delta smelt,7323,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.5,,
2473,SKT,12/12/2018 0:00,704,delta smelt,A61,Gammarus,Gammaridae,amphipod,Juvenile Gammarus,1.4,,
1824,SKT,1/13/2015 0:00,513,delta smelt,7089,Gammarus,Gammaridae,amphipod,possibly grandiderella,3.3,,
395,SKT,1/19/2012 0:00,716,delta smelt,4107,Gammarus,Gammaridae,amphipod,Unid Gammarus,1.5,,
489,SKT,3/6/2012 0:00,513,delta smelt,4589,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.6,ED,
489,SKT,3/6/2012 0:00,513,delta smelt,4589,Gammarus,Gammaridae,amphipod,Unid Gammarus,1.5,,
490,SKT,3/6/2012 0:00,513,delta smelt,4590,Gammarus,Gammaridae,amphipod,Unid Gammarus,1.5,,
506,SKT,3/8/2012 0:00,707,delta smelt,4609,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.5,,
588,SKT,1/19/2012 0:00,706,delta smelt,4087,Gammarus,Gammaridae,amphipod,Unid Gammarus,5.7,G,
618,SKT,4/3/2012 0:00,519,delta smelt,4910,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.6,,
624,SKT,4/5/2012 0:00,602,delta smelt,4972,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.6,ED,
615,SKT,4/3/2012 0:00,513,delta smelt,4905,Gammarus,Gammaridae,amphipod,Unid Gammarus,4.8,,
693,SKT,4/4/2012 0:00,719,delta smelt,4954,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.6,ED,
1039,FMWT,12/11/2012 0:00,719,delta smelt,6132,Gammarus,Gammaridae,amphipod,Unid Gammarus,3.5,,
1044,SKT,1/9/2013 0:00,707,delta smelt,6208,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.4,,
1044,SKT,1/9/2013 0:00,707,delta smelt,6208,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.9,,
1083,SKT,1/10/2013 0:00,606,delta smelt,6263,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.6,ED,
1086,SKT,1/10/2013 0:00,606,delta smelt,6268,Gammarus,Gammaridae,amphipod,Unid Gammarus,3.9,,
1086,SKT,1/10/2013 0:00,606,delta smelt,6268,Gammarus,Gammaridae,amphipod,Unid Gammarus,3.6,,
1088,SKT,1/10/2013 0:00,606,delta smelt,6273,Gammarus,Gammaridae,amphipod,Unid Gammarus,4.1,,
1090,SKT,1/10/2013 0:00,606,delta smelt,6276,Gammarus,Gammaridae,amphipod,Unid Gammarus,6.2,,
1090,SKT,1/10/2013 0:00,606,delta smelt,6276,Gammarus,Gammaridae,amphipod,Unid Gammarus,6,G,
1092,SKT,1/10/2013 0:00,606,delta smelt,6278,Gammarus,Gammaridae,amphipod,Unid Gammarus,3.8,,
1095,SKT,1/10/2013 0:00,606,delta smelt,6281,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.6,ED,
1102,SKT,1/10/2013 0:00,602,delta smelt,6286,Gammarus,Gammaridae,amphipod,Unid Gammarus,7.6,ED,
1109,SKT,2/7/2013 0:00,606,delta smelt,6359,Gammarus,Gammaridae,amphipod,Unid Gammarus,4.5,,
1126,SKT,3/6/2013 0:00,706,delta smelt,6408,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.6,S,
1131,SKT,3/7/2013 0:00,519,delta smelt,6452,Gammarus,Gammaridae,amphipod,Unid Gammarus,5.1,ED,
1184,SKT,3/6/2013 0:00,719,delta smelt,6421,Gammarus,Gammaridae,amphipod,Unid Gammarus,1.8,M,
1447,FMWT,12/5/2013 0:00,605,delta smelt,798,Gammarus,Gammaridae,amphipod,Unid Gammarus,2,ED,
1453,FMWT,12/10/2013 0:00,704,delta smelt,841,Gammarus,Gammaridae,amphipod,Unid Gammarus,2,M,
1471,SKT,1/15/2014 0:00,715,delta smelt,147,Gammarus,Gammaridae,amphipod,Unid Gammarus,4,G,
1505,SKT,3/12/2014 0:00,713,delta smelt,559,Gammarus,Gammaridae,amphipod,Unid Gammarus,4.9,G,
1507,SKT,3/12/2014 0:00,715,delta smelt,556,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.5,G,
1507,SKT,3/12/2014 0:00,715,delta smelt,556,Gammarus,Gammaridae,amphipod,Unid Gammarus,3.4,G,
1508,SKT,3/12/2014 0:00,715,delta smelt,557,Gammarus,Gammaridae,amphipod,Unid Gammarus,3.2,ED,
1510,SKT,3/12/2014 0:00,716,delta smelt,554,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.3,G,
1513,SKT,1/14/2014 0:00,513,delta smelt,115,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.6,ED,
1513,SKT,1/14/2014 0:00,513,delta smelt,115,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.6,ED,
1515,SKT,1/14/2014 0:00,513,delta smelt,118,Gammarus,Gammaridae,amphipod,Unid Gammarus,3,,
1515,SKT,1/14/2014 0:00,513,delta smelt,118,Gammarus,Gammaridae,amphipod,Unid Gammarus,4.5,,
1516,SKT,1/14/2014 0:00,513,delta smelt,119,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.8,G,
1516,SKT,1/14/2014 0:00,513,delta smelt,119,Gammarus,Gammaridae,amphipod,Unid Gammarus,3,G,
1516,SKT,1/14/2014 0:00,513,delta smelt,119,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.8,G,
1516,SKT,1/14/2014 0:00,513,delta smelt,119,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.8,,
1516,SKT,1/14/2014 0:00,513,delta smelt,119,Gammarus,Gammaridae,amphipod,Unid Gammarus,3,,
1517,SKT,1/14/2014 0:00,513,delta smelt,120,Gammarus,Gammaridae,amphipod,Unid Gammarus,3.1,,
1517,SKT,1/14/2014 0:00,513,delta smelt,120,Gammarus,Gammaridae,amphipod,Unid Gammarus,3.3,,
1517,SKT,1/14/2014 0:00,513,delta smelt,120,Gammarus,Gammaridae,amphipod,Unid Gammarus,3.2,G,
1518,SKT,1/14/2014 0:00,513,delta smelt,121,Gammarus,Gammaridae,amphipod,Unid Gammarus,3.1,,
1522,SKT,1/14/2014 0:00,801,delta smelt,103,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.6,ED,
1541,SKT,1/15/2014 0:00,706,delta smelt,139,Gammarus,Gammaridae,amphipod,Unid Gammarus,1.5,,
1601,SKT,4/8/2014 0:00,715,delta smelt,582,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.6,ED,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Gammarus,Gammaridae,amphipod,Unid Gammarus,3.8,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.6,ED,
1802,SKT,3/11/2015 0:00,719,delta smelt,7162,Gammarus,Gammaridae,amphipod,Unid Gammarus,4.2,,
2160,SKT,3/8/2017 0:00,711,delta smelt,A35,Gammarus,Gammaridae,amphipod,Unid Gammarus,4.1,G,
2170,SKT,1/13/2016 0:00,715,delta smelt,7271,Gammarus,Gammaridae,amphipod,Unid Gammarus,3.1,S,
2244,SKT,12/8/2016 0:00,706,delta smelt,,Gammarus,Gammaridae,amphipod,Unid Gammarus,4.4,ED,
2246,SKT,12/8/2016 0:00,706,delta smelt,,Gammarus,Gammaridae,amphipod,Unid Gammarus,3,S,
2247,SKT,12/8/2016 0:00,706,delta smelt,,Gammarus,Gammaridae,amphipod,Unid Gammarus,5.9,ED,
2253,SKT,12/8/2016 0:00,706,delta smelt,,Gammarus,Gammaridae,amphipod,Unid Gammarus,4.4,ED,
2256,SKT,12/8/2016 0:00,706,delta smelt,,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.9,,
2256,SKT,12/8/2016 0:00,706,delta smelt,,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.9,G,
2256,SKT,12/8/2016 0:00,706,delta smelt,,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.9,G,
2257,SKT,12/8/2016 0:00,706,delta smelt,,Gammarus,Gammaridae,amphipod,Unid Gammarus,2.9,S,
2260,SKT,12/8/2016 0:00,706,Delta smelt,,Gammarus,Gammaridae,amphipod,Unid Gammarus,4.6,,
110,FMWT,10/7/2011 0:00,508,delta smelt,2383,Gammarus,Gammaridae,amphipod,,2,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,Gammaridae,amphipod,,4.5,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,Gammaridae,amphipod,,2,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,Gammaridae,amphipod,,3.6,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,Gammaridae,amphipod,,3.7,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,Gammaridae,amphipod,,3.5,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,Gammaridae,amphipod,,4.3,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,Gammaridae,amphipod,,3.2,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,Gammaridae,amphipod,,3.4,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,Gammaridae,amphipod,,3,,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,Gammaridae,amphipod,,3.5,G,
150,FMWT,12/13/2011 0:00,807,delta smelt,1895,Gammarus,Gammaridae,amphipod,,3.5,G,
170,FMWT,11/15/2011 0:00,704,delta smelt,2849,Gammarus,Gammaridae,amphipod,,3.8,ED,
216,FMWT,12/13/2011 0:00,806,delta smelt,1892,Gammarus,Gammaridae,amphipod,,3.5,,
216,FMWT,12/13/2011 0:00,806,delta smelt,1892,Gammarus,Gammaridae,amphipod,,3.8,,
216,FMWT,12/13/2011 0:00,806,delta smelt,1892,Gammarus,Gammaridae,amphipod,,4,,
216,FMWT,12/13/2011 0:00,806,delta smelt,1892,Gammarus,Gammaridae,amphipod,,4,,
216,FMWT,12/13/2011 0:00,806,delta smelt,1892,Gammarus,Gammaridae,amphipod,,5.2,,
216,FMWT,12/13/2011 0:00,806,delta smelt,1892,Gammarus,Gammaridae,amphipod,,5.3,,
216,FMWT,12/13/2011 0:00,806,delta smelt,1892,Gammarus,Gammaridae,amphipod,,5.3,,
216,FMWT,12/13/2011 0:00,806,delta smelt,1892,Gammarus,Gammaridae,amphipod,,5.3,,
216,FMWT,12/13/2011 0:00,806,delta smelt,1892,Gammarus,Gammaridae,amphipod,,4.6,G,
216,FMWT,12/13/2011 0:00,806,delta smelt,1892,Gammarus,Gammaridae,amphipod,,5,,
229,FMWT,12/12/2011 0:00,706,delta smelt,3320,Gammarus,Gammaridae,amphipod,,3.8,ED,
255,FMWT,12/12/2011 0:00,705,delta smelt,3380,Gammarus,Gammaridae,amphipod,,4,,
306,SKT,1/20/2012 0:00,501,delta smelt,4234,Gammarus,Gammaridae,amphipod,,2.6,,
336,SKT,1/20/2012 0:00,520,delta smelt,4239,Gammarus,Gammaridae,amphipod,,4.7,,
340,SKT,1/20/2012 0:00,520,delta smelt,4231,Gammarus,Gammaridae,amphipod,,2.3,,
342,SKT,1/20/2012 0:00,520,delta smelt,4240,Gammarus,Gammaridae,amphipod,,2,,
374,SKT,1/19/2012 0:00,706,delta smelt,4091,Gammarus,Gammaridae,amphipod,,5.6,,
374,SKT,1/19/2012 0:00,706,delta smelt,4091,Gammarus,Gammaridae,amphipod,,6.8,,
381,SKT,1/19/2012 0:00,706,delta smelt,4088,Gammarus,Gammaridae,amphipod,,5.7,ED,
382,SKT,1/19/2012 0:00,706,delta smelt,4084,Gammarus,Gammaridae,amphipod,,3.5,,
384,SKT,1/19/2012 0:00,706,delta smelt,4083,Gammarus,Gammaridae,amphipod,,1.6,G,
463,SKT,2/15/2012 0:00,706,delta smelt,4432,Gammarus,Gammaridae,amphipod,,1.7,,
468,SKT,2/15/2012 0:00,706,delta smelt,4442,Gammarus,Gammaridae,amphipod,,1.6,,
491,SKT,3/6/2012 0:00,513,delta smelt,4591,Gammarus,Gammaridae,amphipod,,1.8,,
499,SKT,3/8/2012 0:00,707,delta smelt,4599,Gammarus,Gammaridae,amphipod,,1.5,,
499,SKT,3/8/2012 0:00,707,delta smelt,4599,Gammarus,Gammaridae,amphipod,,2.2,,
501,SKT,3/8/2012 0:00,707,delta smelt,4601,Gammarus,Gammaridae,amphipod,,2.2,,
501,SKT,3/8/2012 0:00,707,delta smelt,4601,Gammarus,Gammaridae,amphipod,,2.5,,
501,SKT,3/8/2012 0:00,707,delta smelt,4601,Gammarus,Gammaridae,amphipod,,2.7,,
501,SKT,3/8/2012 0:00,707,delta smelt,4601,Gammarus,Gammaridae,amphipod,,2,,
501,SKT,3/8/2012 0:00,707,delta smelt,4601,Gammarus,Gammaridae,amphipod,,2.4,G,
502,SKT,3/8/2012 0:00,707,delta smelt,4605,Gammarus,Gammaridae,amphipod,,1.7,,
502,SKT,3/8/2012 0:00,707,delta smelt,4605,Gammarus,Gammaridae,amphipod,,1.7,,
502,SKT,3/8/2012 0:00,707,delta smelt,4605,Gammarus,Gammaridae,amphipod,,1.9,,
504,SKT,3/8/2012 0:00,707,delta smelt,4607,Gammarus,Gammaridae,amphipod,,1.4,,
504,SKT,3/8/2012 0:00,707,delta smelt,4607,Gammarus,Gammaridae,amphipod,,1.8,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Gammarus,Gammaridae,amphipod,,2,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Gammarus,Gammaridae,amphipod,,2,G,
1025,FMWT,11/14/2012 0:00,704,delta smelt,5937,Gammarus,Gammaridae,amphipod,,1.9,S,
1594,SKT,3/12/2014 0:00,707,delta smelt,503,Gammarus,Gammaridae,amphipod,,6.3,,3.37E-03
1876,SKT,2/12/2015 0:00,609,delta smelt,7157,Gammarus,Gammaridae,amphipod,,3.34,Y,
1890,GES,10/21/2014 0:00,705,delta smelt,321,Gammarus,Gammaridae,amphipod,,3.2,,
2555,SKT,2/12/2020 0:00,707,delta smelt,A212,Gammarus Type,Crangonyx,amphipod,Crangonyx sp.,3.2,,6.50E-04
2555,SKT,2/12/2020 0:00,707,delta smelt,A212,Gammarus Type,Crangonyx,amphipod,Crangonyx sp.,4.5,,
2555,SKT,2/12/2020 0:00,707,delta smelt,A212,Gammarus Type,Crangonyx,amphipod,Crangonyx sp.,3.5,,
2314,SKT,1/10/2018 0:00,704,delta smelt,A48,Gammarus type,Gammarus daiberi,amphipod,G. daiberi,4,,
2314,SKT,1/10/2018 0:00,704,delta smelt,A48,Gammarus type,Gammarus daiberi,amphipod,G. daiberi,4,,
2314,SKT,1/10/2018 0:00,704,delta smelt,A48,Gammarus type,Gammarus daiberi,amphipod,G. daiberi,2.6,,2.70E-04
2314,SKT,1/10/2018 0:00,704,delta smelt,A48,Gammarus type,Gammarus daiberi,amphipod,G. daiberi,4,,1.18E-03
2314,SKT,1/10/2018 0:00,704,delta smelt,A48,Gammarus type,Gammarus daiberi,amphipod,G. daiberi,4.7,,1.66E-03
2314,SKT,1/10/2018 0:00,704,delta smelt,A48,Gammarus type,Gammaridae,amphipod,Unid Gammarus,3.3,,6.60E-04
2314,SKT,1/10/2018 0:00,704,delta smelt,A48,Gammarus type,Gammaridae,amphipod,Unid Gammarus,5,,
2316,SKT,1/10/2018 0:00,704,delta smelt,A50,Gammarus type,Gammaridae,amphipod,Unid Gammarus,3.6,G,
2316,SKT,1/10/2018 0:00,704,delta smelt,A50,Gammarus type,Gammaridae,amphipod,Unid Gammarus,2.5,,
3,STN,8/24/2011 0:00,501,delta smelt,1005,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,,
6,STN,8/24/2011 0:00,519,delta smelt,1006,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,2.6,ED,
6,STN,8/24/2011 0:00,519,delta smelt,1006,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,2.6,ED,
6,STN,8/24/2011 0:00,519,delta smelt,1006,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,,
6,STN,8/24/2011 0:00,519,delta smelt,1006,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,2,,
22,STN,8/25/2011 0:00,602,delta smelt,1079,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.6,,
31,FMWT,9/8/2011 0:00,413,delta smelt,1109,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,ED,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.5,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.5,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.3,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1,,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,ED,
32,FMWT,9/8/2011 0:00,502,delta smelt,1117,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,ED,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.5,,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.6,G,
33,FMWT,9/8/2011 0:00,502,delta smelt,1118,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.65,,
34,FMWT,9/8/2011 0:00,413,delta smelt,1108,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,ED,
34,FMWT,9/8/2011 0:00,413,delta smelt,1108,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,ED,
34,FMWT,9/8/2011 0:00,413,delta smelt,1108,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,ED,
34,FMWT,9/8/2011 0:00,413,delta smelt,1108,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,ED,
35,FMWT,9/8/2011 0:00,413,delta smelt,1110,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.5,,
35,FMWT,9/8/2011 0:00,413,delta smelt,1110,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,ED,
35,FMWT,9/8/2011 0:00,413,delta smelt,1110,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,ED,
35,FMWT,9/8/2011 0:00,413,delta smelt,1110,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,ED,
35,FMWT,9/8/2011 0:00,413,delta smelt,1110,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,ED,
35,FMWT,9/8/2011 0:00,413,delta smelt,1110,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,ED,
35,FMWT,9/8/2011 0:00,413,delta smelt,1110,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,ED,
39,FMWT,9/8/2011 0:00,504,delta smelt,1123,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.84,M,
61,FMWT,9/8/2011 0:00,504,delta smelt,1122,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,ED,
80,FMWT,9/8/2011 0:00,411,delta smelt,1100,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,M,
80,FMWT,9/8/2011 0:00,411,delta smelt,1100,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,M,
84,STN,8/25/2011 0:00,418,delta smelt,1084,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,2.3,,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,2,,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.3,,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.6,G,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.3,,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.5,,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.5,,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,2,,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.6,,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.7,,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.2,,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.7,,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.6,G,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.6,G,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.6,G,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.6,G,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.6,G,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.6,G,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.6,G,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.6,G,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.6,G,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.6,G,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.6,G,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.6,G,
88,FMWT,9/13/2011 0:00,519,delta smelt,1259,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.6,G,
92,FMWT,9/13/2011 0:00,519,delta smelt,1266,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,3.3,ED,
92,FMWT,9/13/2011 0:00,519,delta smelt,1266,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,3.3,ED,
92,FMWT,9/13/2011 0:00,519,delta smelt,1266,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,3.3,ED,
95,FMWT,9/13/2011 0:00,519,delta smelt,1260,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1,,
95,FMWT,9/13/2011 0:00,519,delta smelt,1260,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1,G,
98,FMWT,9/13/2011 0:00,519,delta smelt,1264,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.3,,
98,FMWT,9/13/2011 0:00,519,delta smelt,1264,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.6,,
98,FMWT,9/13/2011 0:00,519,delta smelt,1264,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,mysids,,1.8,ED,
